title,year,vote_average,vote_count,popularity,overview,genres,production_countries,poster_path
Empowered: Helping Native Youth See Their Power Within,2019,0.0,0,4.746,"For four years, the Jicarilla Apache Nation's Johnson O'Malley program, led by Lynn Roanhorse, and Holt Hamilton Films have joined forces to encourage, motivate, and empower Jicarilla Apache youth by providing hands-on learning and mentorship in the filmmaking process. Follow this exciting journey as Native American youth show the world they can do great things when EMPOWERED.",[],[],https://image.tmdb.org/t/p/w500/gPJcgwMJMwF474IGS5u6kExYAuK.jpg
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,6.871,31,6.9608,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",[],[],https://image.tmdb.org/t/p/w500/2BcQ0ZScTBj3sihSQkV1SXYHqdU.jpg
Gaza Fights for Freedom,2019,7.9,10,5.8186,"Gaza Fights for Freedom depicts the ongoing Great March of Return protests in the Gaza Strip, occupied Palestine, that began in 2018.",[],[],https://image.tmdb.org/t/p/w500/5OaFeewCLw6zBvU1NLrLNlNkTbh.jpg
Pokémon Detective Pikachu,2019,6.911,7138,6.3734,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",[],[],https://image.tmdb.org/t/p/w500/uhWvnFgg3BNlcUz0Re1HfQqIcCD.jpg
Playing with Fire,2019,6.602,733,5.7507,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,[],[],https://image.tmdb.org/t/p/w500/nBLPIpReSatt1zcgVzSVzq5e581.jpg
LEGO DC Batman: Family Matters,2019,6.682,159,6.2248,"Suspicion is on high after Batman, Batgirl, Robin and other DC superheroes receive mysterious invitations. However, family values must remain strong when Batman and his team encounter the villainous Red Hood, who is obsessed with destroying the Bat-family and all of Gotham City.",[],[],https://image.tmdb.org/t/p/w500/rA5bdwbzEAKfvjHRzza6Q3r0otq.jpg
The King,2019,7.154,3403,5.967,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",[],[],https://image.tmdb.org/t/p/w500/8u0QBGUbZcBW59VEAdmeFl9g98N.jpg
The Two Popes,2019,7.489,3038,6.5757,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",[],[],https://image.tmdb.org/t/p/w500/4d4mTSfDIFIbUbMLUfaKodvxYXA.jpg
Don't Come Back from the Moon,2019,5.5,20,5.7394,"The men of a small town on the edge of nowhere mysteriously disappear, one by one, leaving women and children behind to fend for themselves in a desolate and dreamlike world.",[],[],https://image.tmdb.org/t/p/w500/nvCas3wt20K23WLunGRKfyS3p99.jpg
Marvel Rising: Battle of the Bands,2019,6.2,55,5.6931,"On the day of Gwen’s “Battle of the Bands” competition, mysterious attacks force her and the Secret Warriors to investigate. Can they save the city and get Gwen to the concert on time?",[],[],https://image.tmdb.org/t/p/w500/mFL0EzAhEj3vscyGUMk6sT7pfQg.jpg
Missing Link,2019,6.921,894,6.1938,"The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",[],[],https://image.tmdb.org/t/p/w500/bqQ38oKuROlAgyZcRII9tqtoPNi.jpg
Fighting with My Family,2019,6.848,1795,8.4336,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",[],[],https://image.tmdb.org/t/p/w500/fU4UrY5tTAYAXIzFs7oR9BK5Cqx.jpg
The Secret Lives of Cheerleaders,2019,6.559,34,5.692,A new transfer student reluctantly tries out for the cheerleading team at the insistence of her overly ambitious mother.,[],[],https://image.tmdb.org/t/p/w500/oS32eNXCY2eCuZZnKnWQEznGJAT.jpg
The Art of Self-Defense,2019,6.556,782,6.4087,"Casey is attacked at random on the street and enlists in a local dojo led by a charismatic and mysterious Sensei in an effort to learn how to defend himself. What he uncovers is a sinister world of fraternity, violence and hypermasculinity and a woman fighting for her place in it.",[],[],https://image.tmdb.org/t/p/w500/bTq793Qwl3tCXb94zrDPAwppbsC.jpg
Gemini Man,2019,6.276,5295,6.0503,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",[],[],https://image.tmdb.org/t/p/w500/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg
Dragged Across Concrete,2019,6.586,1053,5.6452,"Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.",[],[],https://image.tmdb.org/t/p/w500/dQ9EkVyPYJNVCfP5jWXRe4faUFA.jpg
Point Blank,2019,6.004,561,4.9871,A nurse is forced to spring a wounded murder suspect from the hospital when the man’s brother kidnaps his pregnant wife and wants to make a trade.,[],[],https://image.tmdb.org/t/p/w500/weAvkxl0dnPevIKD8fwHjiOi6tc.jpg
Bombshell,2019,6.786,3100,5.1535,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,[],[],https://image.tmdb.org/t/p/w500/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg
The Male Gaze: The Heat of the Night,2019,3.4,10,5.2484,"When darkness falls, temperatures rise in these six stories about late night confessions, intimacy for sale, high speed hookups and full moon frissons. But when the sun comes up and reality reveals itself, will it have all been worth it?  The short films are: Thirst (2018); According to Mateo [Según Mateo] (2017); Hardcore (2016); Beast [Séptimo] (2011); Petit Ami (2017); Skai Blue (2017).",[],[],https://image.tmdb.org/t/p/w500/e1gNLO829rkE73sBJ3aClZJHNXd.jpg
The Sky Socialist: The Environs,2019,0.0,0,5.4271,"Fall into winter 1964, Urban Renewal forced us to move a few blocks to West of Broadway. Our Sky Socialist ‘set’ is still standing and I’m drawn back to document more. It’s old New York, a lot of history. And then it no longer stands, no more than my first home in the slums of Williamsburg just across the river.",[],[],https://image.tmdb.org/t/p/w500/eYjWeA5hN2LkBvKCSeVWZXmV1bj.jpg
A Woman's Nightmare,2019,4.618,17,5.4912,"A mother and wife finds herself haunted by a brief affair she had while separated from her husband. With her scorned lover refusing to give up, she must fight to keep her family and her secret safe.",[],[],https://image.tmdb.org/t/p/w500/80fXjFid1sQMhj6dhNQ4KJv0vd8.jpg
The Way We Weren't,2019,5.175,20,5.7357,"Charlotte and Brandon meet online just after their previous relationships have imploded; in an effort to make themselves more appealing, they have fudged, exaggerated, re-imagined, and outright lied about their pasts in an attempt to be each other's perfect match. Now that they've said their ""I do's"" they are about to get a funny, hellish, and eye-opening look at just who they've vowed to spend the rest of their lives with. Will familiarity breed contempt... or bliss?",[],[],https://image.tmdb.org/t/p/w500/65hQc40FxKSpigISbC6ssUM0658.jpg
Night Hunter,2019,6.571,1021,5.8625,A Minnesota police officer crosses paths with a committed and tireless vigilante as he follows the trail of a ruthless predator responsible for several abductions and murders.,[],[],https://image.tmdb.org/t/p/w500/vVYU0x9FRpiJNX7c54ciFnRBVYG.jpg
The Courier,2019,6.0,552,6.19,"Ezekiel Mannings, a vicious crime boss, is out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",[],[],https://image.tmdb.org/t/p/w500/jE6QFRd48IzAxAubOE9HKB8sTjP.jpg
Merry Men 2: Another Mission,2019,5.3,3,5.4435,Four men have stopped robbing the rich to give to the poor and now are focusing on running their businesses.,[],[],https://image.tmdb.org/t/p/w500/fPrnMPhzv54U2IpdkT6avP1Ezck.jpg
Omega Man: A Wrestling Love Story,2019,7.5,2,4.9101,"Tyson Smith, better known as his in-ring name Kenny Omega, took the long and unorthodox road to achieve his dream of pro wrestling stardom. Follow his journey to the top of the wrestling world as he defies not only the odds but people's preconceived ideas of what a professional wrestler can be.",[],[],https://image.tmdb.org/t/p/w500/3dNz8SInvM48O2AWGUxYiCrKOfb.jpg
Let It Snow,2019,6.089,1183,6.2692,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",[],[],https://image.tmdb.org/t/p/w500/rEVu3E1OhMPJeCAn9a6QLyVhZDj.jpg
Charlie's Angels,2019,6.391,3067,5.5536,"Elena Houghlin is a scientist, engineer and inventor of Calisto -- a sustainable energy source that will revolutionize the way people use power. It will be ready as soon as she works out the last issue, if not it could be turned into a dangerous weapon. But when the cutting edge technology is pushed to an investor before she can do that, Elena turns to the Townsend Agency for help. Now, it's up to the Angels -- Jane, Sabina, and the newly recruited Elena -- to retrieve Calisto before it can be transformed into a weapon of mass destruction.",[],[],https://image.tmdb.org/t/p/w500/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg
Hotel Mumbai,2019,7.544,1648,5.7366,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",[],[],https://image.tmdb.org/t/p/w500/v32SC4HFZtlDRWXMaR2V2dWqAXJ.jpg
Descendants 3,2019,7.673,1575,6.091,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,[],[],https://image.tmdb.org/t/p/w500/7IRy0iHdaS0JI3ng4ZYlk5gLSFn.jpg
Curse of the Blind Dead,2019,4.4,17,6.1064,"In the Thirteenth century, a group of Satan worshipers, the Knights Templar, are captured during a ritual and brutally murdered by the locals. Just before the execution, the Knights swear to return from their graves to haunt the village and the nearby forest. Centuries later, in a post-apocalyptic future, a man and his daughter try to survive against both the undead Knights and a sect commanded by a mad preacher.",[],[],https://image.tmdb.org/t/p/w500/jLVpZFG6oWBhbyTvp8SNWbMHJpY.jpg
The Operative,2019,5.841,236,5.7643,A young Western woman is recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler and her subject.,[],[],https://image.tmdb.org/t/p/w500/7fojgblOYLelv0yi9OczouCfR16.jpg
Scooby-Doo! Return to Zombie Island,2019,6.986,943,5.2534,"Scooby-Doo and his pals win an all-expense paid vacation and embark on a trip of a lifetime to a tropical paradise. Their destination however, turns out to be Zombie Island. As soon as they arrive, they realize the place looks strangely familiar and is reminiscent of a trip they took years ago, in which they became wrapped up in a mystery involving zombies. The gang soon learns that their trip to paradise comes with a price when the zombies re-emerge and attack their hotel. Will Scooby-Doo and the Mystery Inc. gang finally solve the mystery behind Zombie Island?",[],[],https://image.tmdb.org/t/p/w500/vd0oIoWhEm8o7EpS0kV7RaV0Flf.jpg
Danger Close: The Battle of Long Tan,2019,6.807,342,5.707,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",[],[],https://image.tmdb.org/t/p/w500/aB1rCWGMsM2mm1kBDleaPkqUCFo.jpg
Saving Zoë,2019,6.2,179,6.5144,"A year after the murder of her sister Zoë, Echo is determined to uncover the truth. With Zoë's diary as her guide, Echo finds herself pulled into the darkness of her sister's secret life and she uncovers how one small decision can lead to tragic consequences.",[],[],https://image.tmdb.org/t/p/w500/7M3KQLBDkNrbLD1UHA6cvGkqa5k.jpg
The Ex Next Door,2019,4.3,18,5.1212,"Katie Gatewood's love for her husband Dan is put to the test when Dan's obsessed ex-girlfriend Louisa moves into the house next door, intending to drive the happy couple apart by any means necessary.",[],[],https://image.tmdb.org/t/p/w500/5XpT9kXiZQGaje0aYBpAD1C7tdN.jpg
